sample_size,req_index,rtt_ms,iptd_ms
90,6,271.7576100003498,135.8788050001749
90,7,375.72974399972736,187.86487199986368
90,8,324.9775469994347,162.48877349971735
90,9,286.23761199924047,143.11880599962024
90,10,290.67904600015027,145.33952300007513
90,11,299.9873419994401,149.99367099972005
90,12,313.57987000046705,156.78993500023353
90,13,345.0016039996626,172.5008019998313
90,14,296.4902660005464,148.2451330002732
90,15,306.8563870001526,153.4281935000763
90,16,308.40937700031645,154.20468850015823
90,17,328.92908499979967,164.46454249989984
90,18,289.74248800022906,144.87124400011453
90,19,327.3985169998923,163.69925849994615
90,20,458.56349899986526,229.28174949993263
90,21,354.45916400021815,177.22958200010908
90,22,310.510708000038,155.255354000019
90,23,349.23156300010305,174.61578150005153
90,24,294.91059700012556,147.45529850006278
90,25,327.15986099992733,163.57993049996367
90,26,324.42813699981343,162.21406849990672
90,27,312.0975619995079,156.04878099975394
90,28,305.4951929998424,152.7475964999212
90,29,280.79225000055885,140.39612500027943
90,30,290.1365999996415,145.06829999982074
90,31,300.032074000228,150.016037000114
90,32,355.3506060006839,177.67530300034196
90,33,313.31393500022386,156.65696750011193
90,34,346.86721099933493,173.43360549966746
90,35,292.6514109994969,146.32570549974844
90,36,298.53115100013383,149.26557550006692
90,37,301.2981709998712,150.6490854999356
90,38,306.14365800011,153.071829000055
90,39,431.4212579993182,215.7106289996591
90,40,396.553469000537,198.2767345002685
90,41,284.6376940005939,142.31884700029696
90,42,306.2626509999973,153.13132549999864
90,43,363.14087500068126,181.57043750034063
90,44,317.9016509993744,158.9508254996872
90,45,278.9655579999817,139.48277899999084
90,46,297.3440159994425,148.67200799972125
90,47,317.14052299957984,158.57026149978992
90,48,254.83766500019556,127.41883250009778
90,49,298.6184689998481,149.30923449992406
90,50,294.33441900073376,147.16720950036688
90,51,296.32264700012456,148.16132350006228
90,52,289.5062240004336,144.7531120002168
90,53,329.08499800032587,164.54249900016293
90,54,321.73494800008484,160.86747400004242
90,55,315.3907469995829,157.69537349979146
90,56,321.8660740003543,160.93303700017714
90,57,286.9410510002126,143.4705255001063
90,58,317.34365499960404,158.67182749980202
90,59,399.7102899993479,199.85514499967394
90,60,399.8145650002698,199.9072825001349
90,61,292.7456199995504,146.3728099997752
90,62,306.9942890006132,153.4971445003066
90,63,307.9719289999048,153.9859644999524
90,64,347.41875599956984,173.70937799978492
90,65,324.3356200000562,162.1678100000281
90,66,331.9504800001596,165.9752400000798
90,67,323.3274940002957,161.66374700014785
90,68,307.7637579999646,153.8818789999823
90,69,312.1559880000859,156.07799400004296
90,70,300.5814680000185,150.29073400000925
90,71,332.02197100035846,166.01098550017923
90,72,363.1762760005586,181.5881380002793
90,73,330.51168200017855,165.25584100008928
90,74,360.5399739999484,180.2699869999742
90,75,351.67784199984453,175.83892099992227
90,76,329.1337239998029,164.56686199990145
90,77,307.91046699960134,153.95523349980067
90,78,361.4710550000382,180.7355275000191
90,79,403.594935000001,201.7974675000005
90,80,347.20362200005184,173.60181100002592
90,81,326.12010599950736,163.06005299975368
90,82,350.39974700066523,175.19987350033261
90,83,294.69411700029013,147.34705850014507
90,84,349.230288000399,174.6151440001995
90,85,430.9305480001058,215.4652740000529
90,86,344.77868500016484,172.38934250008242
90,87,320.8405209998091,160.42026049990454
90,88,349.59002100004,174.79501050002
90,89,318.12633099980303,159.06316549990152
90,90,524.2694830003529,262.13474150017646
100,1,336.9617449998259,168.48087249991295
100,2,360.0516530004825,180.02582650024124
100,3,352.39779200037447,176.19889600018723
100,4,367.10586400022294,183.55293200011147
100,5,359.05265400015196,179.52632700007598
100,6,354.6373660001336,177.3186830000668
100,7,400.0950380004724,200.0475190002362
100,8,326.46578300045803,163.23289150022902
100,9,284.339904999797,142.1699524998985
100,10,326.1023569993995,163.05117849969974
100,11,323.72676100021636,161.86338050010818
100,12,311.8262610005331,155.91313050026656
100,13,351.758282999981,175.8791414999905
100,14,332.51177400052256,166.25588700026128
100,15,350.0947160000578,175.0473580000289
100,16,344.3293440004709,172.16467200023544
100,17,321.6133780006203,160.80668900031014
100,18,333.71013200030575,166.85506600015287
100,19,363.29908700008673,181.64954350004336
100,20,340.7894160000069,170.39470800000345
100,21,301.7845730000772,150.8922865000386
100,22,329.73111499995866,164.86555749997933
100,23,345.43173399924854,172.71586699962427
100,24,299.0300699993895,149.51503499969476
100,25,305.4867489991011,152.74337449955055
100,26,399.40254900011496,199.70127450005748
100,27,372.62129400005506,186.31064700002753
100,28,315.5683469994983,157.78417349974916
100,29,335.0261999994473,167.51309999972364
100,30,319.41780099987227,159.70890049993614
100,31,366.44997599978524,183.22498799989262
100,32,328.2856660007383,164.14283300036914
100,33,392.1223800007283,196.06119000036415
100,34,284.0270060005423,142.01350300027116
100,35,321.0199510003804,160.5099755001902
100,36,391.4713969998047,195.73569849990236
100,37,334.05606700034696,167.02803350017348
100,38,346.2386889996196,173.1193444998098
100,39,300.634596999771,150.3172984998855
100,40,322.41137900018657,161.20568950009329
100,41,307.17355199976737,153.58677599988368
100,42,336.76833900062775,168.38416950031387
100,43,322.01856399933604,161.00928199966802
100,44,296.30043399993156,148.15021699996578
100,45,406.0480860007374,203.0240430003687
100,46,445.4811969999355,222.74059849996775
100,47,463.72631499980344,231.86315749990172
100,48,334.8868430002767,167.44342150013836
100,49,292.4279339995337,146.21396699976685
100,50,361.310278000019,180.6551390000095
100,51,344.1314259998762,172.0657129999381
100,52,344.3517019995852,172.1758509997926
100,53,335.3369989999919,167.66849949999596
100,54,336.9029879995651,168.45149399978254
100,55,325.6621720001931,162.83108600009655
100,56,387.9932039999403,193.99660199997015
100,57,316.97248599994055,158.48624299997027
100,58,321.14138299948536,160.57069149974268
100,59,303.9609770003153,151.98048850015766
100,60,375.0421169997935,187.52105849989675
100,61,330.18004299992754,165.09002149996377
100,62,341.16961600011564,170.58480800005782
100,63,435.947118000513,217.9735590002565
100,64,394.6181860001161,197.30909300005806
100,65,312.2810060003758,156.1405030001879
100,66,327.6112009998542,163.8056004999271
100,67,347.4054749995048,173.7027374997524
100,68,365.12339399996563,182.56169699998281
100,69,312.4117589995876,156.2058794997938
100,70,328.4735790002742,164.2367895001371
100,71,317.4400569996578,158.7200284998289
100,72,328.95124099923123,164.47562049961562
100,73,332.1337540000968,166.0668770000484
100,74,322.22835599986865,161.11417799993433
100,75,317.47264600016933,158.73632300008467
100,76,293.4079719998408,146.7039859999204
100,77,337.0335680001517,168.51678400007586
100,78,320.30299400048534,160.15149700024267
100,79,329.93729900044855,164.96864950022427
100,80,374.06628000007913,187.03314000003957
100,81,350.2025500001764,175.1012750000882
100,82,376.97575699985464,188.48787849992732
100,83,401.73042500009615,200.86521250004807
100,84,337.07018899985997,168.53509449992998
100,85,310.8792339999127,155.43961699995634
100,86,320.1110219997645,160.05551099988224
100,87,365.8456960001786,182.9228480000893
100,88,336.60679799959325,168.30339899979663
100,89,367.61190299966984,183.80595149983492
100,90,364.45968299995,182.229841499975
100,91,320.5322909998358,160.2661454999179
100,92,328.4320889997616,164.2160444998808
100,93,296.17737799981114,148.08868899990557
100,94,328.32719899943186,164.16359949971593
100,95,368.3083890000489,184.15419450002446
100,96,323.3398029997261,161.66990149986304
100,97,297.09394099972997,148.54697049986498
100,98,279.6250589999545,139.81252949997724
100,99,302.4643480002851,151.23217400014255
100,100,363.6201010003788,181.8100505001894
110,1,370.83001300015894,185.41500650007947
110,2,402.4480210000547,201.22401050002736
110,3,330.1166570008718,165.0583285004359
110,4,296.75743600000715,148.37871800000357
110,5,306.5485910001371,153.27429550006855
110,6,360.30941100034397,180.15470550017199
110,7,298.7524199998006,149.3762099999003
110,8,308.6375919992861,154.31879599964304
110,9,346.7866660002983,173.39333300014914
110,10,382.66915999975026,191.33457999987513
110,11,340.676464000353,170.3382320001765
110,12,343.72053400056757,171.86026700028378
110,13,290.88205999960337,145.44102999980169
110,14,263.48466999934317,131.74233499967158
110,15,357.713639999929,178.8568199999645
110,16,328.9489449998655,164.47447249993274
110,17,334.11174199954985,167.05587099977492
110,18,310.6038819996684,155.3019409998342
110,19,284.3858200003524,142.1929100001762
110,20,408.37073199963925,204.18536599981962
110,21,599.3419430005815,299.67097150029076
110,22,294.03212099987286,147.01606049993643
110,23,297.90551800033427,148.95275900016713
110,24,300.2758909997283,150.13794549986414
110,25,378.7532599999395,189.37662999996974
110,26,370.9989590006444,185.4994795003222
110,27,331.7278750000696,165.8639375000348
110,28,307.6672429997416,153.8336214998708
110,29,317.38962000054016,158.69481000027008
110,30,289.55799499999557,144.77899749999779
110,31,402.96569600013754,201.48284800006877
110,32,294.73410500031605,147.36705250015802
110,33,285.96792400003324,142.98396200001662
110,34,286.9477309996,143.4738654998
110,35,284.0977310006565,142.04886550032825
110,36,276.3784130002023,138.18920650010114
110,37,306.37837199992646,153.18918599996323
110,38,318.14330799988966,159.07165399994483
110,39,285.3686809994542,142.6843404997271
110,40,468.3090110002013,234.15450550010064
110,41,441.77406300059374,220.88703150029687
110,42,365.6470119994992,182.8235059997496
110,43,351.721625999744,175.860812999872
110,44,325.8543029996872,162.9271514998436
110,45,291.19530100069824,145.59765050034912
110,46,262.3796660000153,131.18983300000764
110,47,275.5410190002294,137.7705095001147
110,48,290.19812000024103,145.09906000012052
110,49,300.64077000042744,150.32038500021372
110,50,269.68562999991263,134.84281499995632
110,51,292.96352499932254,146.48176249966127
110,52,319.4082289992366,159.7041144996183
110,53,291.2817010001163,145.64085050005815
110,54,319.38287499997386,159.69143749998693
110,55,330.58027800052514,165.29013900026257
110,56,275.55758400012564,137.77879200006282
110,57,309.54762599958485,154.77381299979243
110,58,282.61875600037456,141.30937800018728
110,59,287.5737209997169,143.78686049985845
110,60,406.4483909996852,203.2241954998426
110,61,336.88848599922494,168.44424299961247
110,62,257.9231469999286,128.9615734999643
110,63,303.90838099992834,151.95419049996417
110,64,314.61250800020935,157.30625400010467
110,65,310.1303339999504,155.0651669999752
110,66,266.4479350005422,133.2239675002711
110,67,292.32414299985976,146.16207149992988
110,68,268.1871630002206,134.0935815001103
110,69,308.66250899998704,154.33125449999352
110,70,307.8610310003569,153.93051550017844
110,71,271.760765000181,135.8803825000905
110,72,355.00421699998697,177.50210849999348
110,73,297.20888000065315,148.60444000032658
110,74,296.79092000060336,148.39546000030168
110,75,303.0295969992949,151.51479849964744
110,76,314.32472100004816,157.16236050002408
110,77,317.1103670001685,158.55518350008424
110,78,311.23290699997597,155.61645349998798
110,79,282.67132900055003,141.33566450027502
110,80,378.9543919992866,189.4771959996433
110,81,399.59898500001145,199.79949250000573
110,82,310.12087399994925,155.06043699997463
110,83,341.21663399946556,170.60831699973278
110,84,298.4962689997701,149.24813449988505
110,85,371.182661999228,185.591330999614
110,86,284.30738499992003,142.15369249996002
110,87,323.3469779997904,161.6734889998952
110,88,346.0647619995143,173.03238099975715
110,89,303.7684470000386,151.8842235000193
110,90,320.53955100036546,160.26977550018273
110,91,309.5937390007748,154.7968695003874
110,92,320.15177399989625,160.07588699994812
110,93,299.27001299984113,149.63500649992056
110,94,313.27204300032463,156.63602150016231
110,95,276.7766329998267,138.38831649991334
110,96,354.4415830001526,177.2207915000763
110,97,295.0151689992708,147.5075844996354
110,98,339.65755499957595,169.82877749978798
110,99,385.30480499957775,192.65240249978888
110,100,402.15523799997754,201.07761899998877
110,101,313.03425899932336,156.51712949966168
110,102,365.91910400056804,182.95955200028402
110,103,301.55033899973205,150.77516949986602
110,104,313.3556980001231,156.67784900006154
110,105,337.63756299958914,168.81878149979457
110,106,296.46465000041644,148.23232500020822
110,107,313.76334099968517,156.88167049984258
110,108,369.9446430000535,184.97232150002674
110,109,291.61566299990227,145.80783149995113
110,110,291.5601249997053,145.78006249985265
120,1,297.75950700059184,148.87975350029592
120,2,287.67802200036385,143.83901100018193
120,3,295.6857420003871,147.84287100019355
120,4,280.638180999631,140.3190904998155
120,5,282.97610800018447,141.48805400009223
120,6,323.4236880007302,161.7118440003651
120,7,276.0908600002949,138.04543000014746
120,8,285.88426999976946,142.94213499988473
120,9,459.9569310003062,229.9784655001531
120,10,400.05156100050954,200.02578050025477
120,11,303.10816099972726,151.55408049986363
120,12,300.161238000328,150.080619000164
120,13,310.5439959999785,155.27199799998925
120,14,297.10749900004885,148.55374950002442
120,15,294.0455010002552,147.0227505001276
120,16,307.8575859999546,153.9287929999773
120,17,299.03959300008864,149.51979650004432
120,18,316.21491400073864,158.10745700036932
120,19,281.92986200065207,140.96493100032603
120,20,311.95320100050594,155.97660050025297
120,21,317.6148809998267,158.80744049991335
120,22,309.98169499980577,154.99084749990288
120,23,324.10570199954236,162.05285099977118
120,24,318.0999129999691,159.04995649998455
120,25,341.865312999289,170.9326564996445
120,26,363.229140999465,181.6145704997325
120,27,300.2058530000795,150.10292650003976
120,28,293.02475700023933,146.51237850011967
120,29,504.5066909997331,252.25334549986655
120,30,337.45189599994774,168.72594799997387
120,31,344.1104940002333,172.05524700011665
120,32,302.54516399963904,151.27258199981952
120,33,341.2278290006725,170.61391450033625
120,34,342.1927079998568,171.0963539999284
120,35,287.143828999433,143.5719144997165
120,36,330.48971700009133,165.24485850004567
120,37,352.0072829996934,176.0036414998467
120,38,364.5423199996003,182.27115999980015
120,39,346.2922670005355,173.14613350026775
120,40,270.0140780007132,135.0070390003566
