sample_size,req_index,rtt_ms,iptd_ms
120,41,285.8354820000386,142.9177410000193
120,42,300.6359099999827,150.31795499999134
120,43,286.49362300075154,143.24681150037577
120,44,301.37860600007116,150.68930300003558
120,45,294.82152400032646,147.41076200016323
120,46,323.1615390004663,161.58076950023315
120,47,314.9785420000626,157.4892710000313
120,48,368.0427460003557,184.02137300017785
120,49,504.8138049996851,252.40690249984254
120,50,325.6002759999319,162.80013799996595
120,51,300.4086049995749,150.20430249978745
120,52,330.8686989994385,165.43434949971925
120,53,271.709739000471,135.8548695002355
120,54,289.5415539996975,144.77077699984875
120,55,301.1697259998982,150.5848629999491
120,56,314.10677999974723,157.05338999987362
120,57,292.33321499941667,146.16660749970833
120,58,294.3371819992535,147.16859099962676
120,59,360.3229939999437,180.16149699997186
120,60,304.96202900030767,152.48101450015383
120,61,288.9503850001347,144.47519250006735
120,62,299.2254390001108,149.6127195000554
120,63,371.2028729996746,185.6014364998373
120,64,348.1844119996822,174.0922059998411
120,65,303.88599399975647,151.94299699987823
120,66,319.8380250005357,159.91901250026785
120,67,286.8184700000711,143.40923500003555
120,68,388.170799999898,194.085399999949
120,69,388.56292400032544,194.28146200016272
120,70,348.21897900019394,174.10948950009697
120,71,344.80774399980874,172.40387199990437
120,72,277.6057729997774,138.8028864998887
120,73,313.9923569997336,156.9961784998668
120,74,329.0696519998164,164.5348259999082
120,75,291.2601899997753,145.63009499988766
120,76,292.7666949999548,146.3833474999774
120,77,332.58112400017126,166.29056200008563
120,78,280.0889720001578,140.0444860000789
120,79,317.1455880001304,158.5727940000652
120,80,295.19463700034976,147.59731850017488
120,81,309.456253999997,154.7281269999985
120,82,385.9928720003154,192.9964360001577
120,83,290.5387620003239,145.26938100016196
120,84,288.7822729999243,144.39113649996216
120,85,299.52506399968115,149.76253199984058
120,86,319.63722799991956,159.81861399995978
120,87,388.9279009999882,194.4639504999941
120,88,396.2004380000508,198.1002190000254
120,89,333.5384759993758,166.7692379996879
120,90,276.1630659997536,138.0815329998768
120,91,304.899222000131,152.4496110000655
120,92,310.6846049995511,155.34230249977554
120,93,319.6433529992646,159.8216764996323
120,94,288.11132600003475,144.05566300001738
120,95,325.08858799974405,162.54429399987202
120,96,285.36719600015203,142.68359800007602
120,97,288.60389399960695,144.30194699980348
120,98,291.4927420006279,145.74637100031396
120,99,279.8969940004099,139.94849700020495
120,100,319.1489049995653,159.57445249978264
120,101,344.81943500031775,172.40971750015888
120,102,389.33375099986733,194.66687549993367
120,103,351.91530599968246,175.95765299984123
120,104,304.4340659998852,152.2170329999426
120,105,292.8434469995409,146.42172349977045
120,106,323.01661200017406,161.50830600008703
120,107,463.9407439999559,231.97037199997794
120,108,400.1470720004363,200.07353600021816
120,109,302.9689619997953,151.48448099989764
120,110,302.14383800012,151.07191900006
120,111,304.6050220000325,152.30251100001624
120,112,347.63621799993416,173.81810899996708
120,113,365.3620659997614,182.6810329998807
120,114,383.742871999857,191.8714359999285
120,115,340.2876959999048,170.1438479999524
120,116,304.05792800047493,152.02896400023747
120,117,286.8480009992709,143.42400049963544
120,118,255.8850840005107,127.94254200025534
120,119,302.8478059995905,151.42390299979525
120,120,290.3212679993885,145.16063399969426
130,1,309.4090699996741,154.70453499983705
130,2,281.6049809998731,140.80249049993654
130,3,306.99330900006316,153.49665450003158
130,4,314.97400699936406,157.48700349968203
130,5,357.81738800051244,178.90869400025622
130,6,428.0622480000602,214.0311240000301
130,7,399.59642400026496,199.79821200013248
130,8,276.03327600081684,138.01663800040842
130,9,341.492487999858,170.746243999929
130,10,254.23008699999627,127.11504349999814
130,11,270.942369000295,135.4711845001475
130,12,326.3489870005287,163.17449350026436
130,13,318.83656199988764,159.41828099994382
130,14,290.53431099964655,145.26715549982328
130,15,330.20154899986665,165.10077449993332
130,16,316.82357499994396,158.41178749997198
130,17,314.17972300005204,157.08986150002602
130,18,289.2220960002305,144.61104800011526
130,19,309.62219999946683,154.81109999973341
130,20,314.85728999996354,157.42864499998177
130,21,285.32132700001966,142.66066350000983
130,22,346.6303999994125,173.31519999970624
130,23,306.8735139995624,153.4367569997812
130,24,290.233564999653,145.1167824998265
130,25,355.34879399983765,177.67439699991883
130,26,458.02805299990723,229.01402649995362
130,27,396.87488399977155,198.43744199988578
130,28,304.55358299968793,152.27679149984397
130,29,346.23778500008484,173.11889250004242
130,30,268.40615200035245,134.20307600017622
130,31,300.5799989996376,150.2899994998188
130,32,332.86538399988785,166.43269199994393
130,33,272.17310100058967,136.08655050029483
130,34,310.37270099932357,155.18635049966178
130,35,288.7480300005336,144.3740150002668
130,36,281.0046250006053,140.50231250030265
130,37,274.9809480001204,137.4904740000602
130,38,297.47396200036746,148.73698100018373
130,39,296.66439299944614,148.33219649972307
130,40,275.0700569995388,137.5350284997694
130,41,286.82928099988203,143.41464049994102
130,42,286.29130399986025,143.14565199993012
130,43,316.31662899962976,158.15831449981488
130,44,299.9229209999612,149.9614604999806
130,45,286.849371000244,143.424685500122
130,46,364.08626299999014,182.04313149999507
130,47,405.1625410002089,202.58127050010444
130,48,339.4956900001489,169.74784500007445
130,49,319.5373030002884,159.7686515001442
130,50,290.3405630004272,145.1702815002136
130,51,325.6123299997853,162.80616499989264
130,52,312.16207899979054,156.08103949989527
130,53,297.56789400016714,148.78394700008357
130,54,324.38792799985094,162.19396399992547
130,55,289.5136570004979,144.75682850024896
130,56,373.5601059997862,186.7800529998931
130,57,254.49496100009128,127.24748050004564
130,58,279.8100059999342,139.9050029999671
130,59,318.44522900064476,159.22261450032238
130,60,301.04662099984125,150.52331049992063
130,61,297.14398399937636,148.57199199968818
130,62,283.13496000009764,141.56748000004882
130,63,299.15611399974296,149.57805699987148
130,64,281.536471000436,140.768235500218
130,65,292.45588699996006,146.22794349998003
130,66,412.5438529999883,206.27192649999415
130,67,398.4481830002551,199.22409150012754
130,68,278.9843390000897,139.49216950004484
130,69,290.2722700000595,145.13613500002975
130,70,307.2440639998604,153.6220319999302
130,71,285.6934530000217,142.84672650001085
130,72,310.84586900033173,155.42293450016587
130,73,317.31674499951623,158.65837249975812
130,74,315.38394300059736,157.69197150029868
130,75,280.0791780000509,140.03958900002544
130,76,362.62411499956215,181.31205749978108
130,77,278.20487700046215,139.10243850023107
130,78,275.6898569996338,137.8449284998169
130,79,283.328946000438,141.664473000219
130,80,266.56399999956193,133.28199999978096
130,81,303.56673400001455,151.78336700000727
130,82,272.7102479993846,136.3551239996923
130,83,327.41158499993617,163.70579249996808
130,84,308.00091800028895,154.00045900014447
130,85,291.7859879999014,145.8929939999507
130,86,342.28487399923324,171.14243699961662
130,87,495.7089850004195,247.85449250020974
130,88,284.47791100006725,142.23895550003363
130,89,292.08337199997914,146.04168599998957
130,90,310.3351180006939,155.16755900034696
130,91,321.0818490006204,160.5409245003102
130,92,300.95242999959737,150.47621499979869
130,93,303.5739279994232,151.7869639997116
130,94,345.36906499943143,172.68453249971571
130,95,273.3198640007686,136.6599320003843
130,96,277.5005160001456,138.7502580000728
130,97,363.8345869994737,181.91729349973684
130,98,395.9044849998463,197.95224249992316
130,99,301.71541799973056,150.85770899986528
130,100,296.36733000006643,148.18366500003322
130,101,332.43893800045043,166.21946900022522
130,102,326.96509000015794,163.48254500007897
130,103,317.73129000066547,158.86564500033273
130,104,337.08595499956573,168.54297749978286
130,105,278.36633500010066,139.18316750005033
130,106,437.3082290003367,218.65411450016836
130,107,370.96755799939274,185.48377899969637
130,108,313.9812420004091,156.99062100020456
130,109,301.8978159998369,150.94890799991845
130,110,319.97660100023495,159.98830050011748
130,111,330.1670759992703,165.08353799963515
130,112,298.2166949996099,149.10834749980495
130,113,321.8582689996765,160.92913449983826
130,114,324.5137479998448,162.2568739999224
130,115,301.20685400015645,150.60342700007823
130,116,298.43222700037586,149.21611350018793
130,117,317.4328559998685,158.71642799993424
130,118,317.44192899986956,158.72096449993478
130,119,285.44141900056275,142.72070950028137
130,120,302.9483179998351,151.47415899991756
130,121,276.11847200023476,138.05923600011738
130,122,301.82291899927804,150.91145949963902
130,123,270.8675479998419,135.43377399992096
130,124,310.9338820004268,155.4669410002134
130,125,270.07479399981094,135.03739699990547
130,126,457.1473659998446,228.5736829999223
130,127,366.76461000024574,183.38230500012287
130,128,312.44645999959175,156.22322999979588
130,129,332.2864149995439,166.14320749977196
130,130,353.9638180000111,176.98190900000554
140,1,298.00659000011365,149.00329500005682
140,2,299.11384000024555,149.55692000012277
140,3,350.78893399986555,175.39446699993277
140,4,313.0376539993449,156.51882699967246
140,5,303.85396699966805,151.92698349983402
140,6,297.2735550001744,148.6367775000872
140,7,320.0667640003303,160.03338200016515
140,8,280.2591310000935,140.12956550004674
140,9,319.837302000451,159.9186510002255
140,10,359.4141369994759,179.70706849973794
140,11,300.62326600000233,150.31163300000117
140,12,308.9812180005538,154.4906090002769
140,13,317.63568600035796,158.81784300017898
140,14,286.4751339993745,143.23756699968726
140,15,363.3363979997739,181.66819899988695
140,16,401.34463499998674,200.67231749999337
140,17,301.23138500039204,150.61569250019602
140,18,283.46776599937584,141.73388299968792
140,19,307.58609300028183,153.79304650014092
140,20,328.64159400014614,164.32079700007307
140,21,386.0056210005496,193.0028105002748
140,22,295.6334999998944,147.8167499999472
140,23,292.3583769998004,146.1791884999002
140,24,311.9326109999747,155.96630549998736
140,25,303.9269870005228,151.9634935002614
140,26,347.8236040000411,173.91180200002054
140,27,310.5877109992434,155.2938554996217
140,28,347.94945400062716,173.97472700031358
140,29,280.02504500000214,140.01252250000107
140,30,309.49092199989536,154.74546099994768
140,31,320.82214599995496,160.41107299997748
140,32,305.4601559997536,152.7300779998768
140,33,331.14011800080334,165.57005900040167
140,34,728.9445040005376,364.4722520002688
140,35,397.9485689997091,198.97428449985455
140,36,323.06343900017964,161.53171950008982
140,37,288.31473299942445,144.15736649971223
140,38,341.9093989996327,170.95469949981634
140,39,328.5306150000906,164.2653075000453
140,40,280.6882350005253,140.34411750026266
140,41,385.35692200002813,192.67846100001407
140,42,333.4995550003441,166.74977750017206
140,43,325.02108400058205,162.51054200029103
140,44,282.95565899952635,141.47782949976317
140,45,318.8469280003119,159.42346400015595
140,46,336.74665599937725,168.37332799968863
140,47,312.24516400016,156.12258200008
140,48,303.3935499997824,151.6967749998912
140,49,311.2338749997434,155.6169374998717
140,50,306.99107500004175,153.49553750002087
140,51,348.6289830007081,174.31449150035405
140,52,350.7073360005961,175.35366800029806
140,53,415.4272260002472,207.7136130001236
140,54,397.0427430003838,198.5213715001919
140,55,342.9047660001743,171.45238300008714
140,56,285.73346200028027,142.86673100014013
140,57,316.76715799949307,158.38357899974653
140,58,303.19680199954746,151.59840099977373
140,59,294.25524399994174,147.12762199997087
140,60,332.05482899938943,166.02741449969471
140,61,286.8494690001171,143.42473450005855
140,62,291.5436329994918,145.7718164997459
140,63,353.206768999371,176.6033844996855
140,64,325.97096799963765,162.98548399981883
140,65,311.58076799965784,155.79038399982892
140,66,309.9248720000105,154.96243600000525
140,67,317.28623999970296,158.64311999985148
140,68,297.7960970001732,148.8980485000866
140,69,300.9896280000248,150.4948140000124
140,70,380.5546929997945,190.27734649989725
140,71,299.55235999932484,149.77617999966242
140,72,319.22151500020846,159.61075750010423
140,73,530.1766389993645,265.08831949968226
140,74,359.0254170003391,179.51270850016954
140,75,318.4641489997375,159.23207449986876
140,76,330.6146439999793,165.30732199998965
140,77,292.7088349997575,146.35441749987876
140,78,322.62887399974716,161.31443699987358
140,79,333.0621949999113,166.53109749995565
140,80,291.91633999926125,145.95816999963063
140,81,291.74285899989627,145.87142949994814
140,82,285.33852100008517,142.66926050004258
140,83,328.90476300053706,164.45238150026853
140,84,323.9765809994424,161.9882904997212
140,85,323.38702800007013,161.69351400003507
140,86,343.77360500002396,171.88680250001198
140,87,331.5881830003491,165.79409150017455
140,88,307.5741169996036,153.7870584998018
140,89,346.63444900070317,173.31722450035159
140,90,306.66664199998195,153.33332099999097
140,91,285.194868999497,142.5974344997485
140,92,367.19357800029684,183.59678900014842
140,93,505.7551629997761,252.87758149988804
140,94,370.7246390004002,185.3623195002001
140,95,356.2974040005429,178.14870200027144
140,96,331.7706369998632,165.8853184999316
140,97,391.06334400003107,195.53167200001553
140,98,352.8022439995766,176.4011219997883
140,99,557.3335169992788,278.6667584996394
140,100,330.43238499976724,165.21619249988362
140,101,316.02927899984934,158.01463949992467
140,102,357.4911469995641,178.74557349978204
140,103,300.8036600003834,150.4018300001917
140,104,369.88691500027926,184.94345750013963
140,105,305.1172340001358,152.5586170000679
140,106,306.91303399999015,153.45651699999507
140,107,323.2853999998042,161.6426999999021
140,108,323.9725620005629,161.98628100028145
140,109,316.6307499996037,158.31537499980186
140,110,289.3689330003326,144.6844665001663
140,111,388.77620000039315,194.38810000019657
140,112,369.9701850000565,184.98509250002826
140,113,358.4747779996178,179.2373889998089
140,114,310.07007700009126,155.03503850004563
140,115,337.25715299988224,168.62857649994112
140,116,305.2509850003844,152.6254925001922
140,117,460.7051670000146,230.3525835000073
140,118,284.0261930004999,142.01309650024996
140,119,292.7389559999938,146.3694779999969
140,120,284.72335300011764,142.36167650005882
140,121,313.35039799978404,156.67519899989202
140,122,328.7805109994224,164.3902554997112
140,123,330.68705200003023,165.34352600001512
140,124,380.0290010003664,190.0145005001832
140,125,316.78616399949533,158.39308199974766
140,126,323.61523599956854,161.80761799978427
140,127,307.73940200015204,153.86970100007602
140,128,308.9079100000163,154.45395500000814
140,129,288.22274499998457,144.11137249999229
140,130,391.0112029998345,195.50560149991725
140,131,398.76876800008176,199.38438400004088
140,132,325.661122999918,162.830561499959
140,133,291.28242100068746,145.64121050034373
140,134,300.8369159997528,150.4184579998764
140,135,271.6899309998553,135.84496549992764
140,136,320.9927689995311,160.49638449976555
140,137,300.11436400036473,150.05718200018237
140,138,304.2638490005629,152.13192450028146
140,139,323.31734000035794,161.65867000017897
140,140,297.562939999807,148.7814699999035
150,1,287.5920939995922,143.7960469997961
150,2,294.9808479997955,147.49042399989776
150,3,298.788482999953,149.3942414999765
150,4,312.69485099983285,156.34742549991643
150,5,318.4498580003492,159.2249290001746
150,6,301.90706699977454,150.95353349988727
150,7,298.9937380007177,149.49686900035886
150,8,320.44584000050236,160.22292000025118
150,9,305.90925399974367,152.95462699987183
150,10,409.61475699987204,204.80737849993602
150,11,405.24151299996447,202.62075649998224
150,12,323.59099600034824,161.79549800017412
150,13,284.9326830000791,142.46634150003956
150,14,387.2579169992605,193.62895849963024
150,15,326.13273200058757,163.06636600029378
150,16,311.3360380002632,155.6680190001316
150,17,279.62279799976386,139.81139899988193
150,18,312.6539699997011,156.32698499985054
150,19,317.4553939998077,158.72769699990386
150,20,268.6846630003856,134.3423315001928
150,21,312.208639000346,156.104319500173
150,22,307.7376749997711,153.86883749988556
150,23,272.7244990001054,136.3622495000527
150,24,334.85200600080134,167.42600300040067
150,25,301.71990800045023,150.85995400022512
150,26,306.2477769999532,153.1238884999766
150,27,315.56195900066086,157.78097950033043
150,28,326.9779939992077,163.48899699960384
150,29,276.49715099960304,138.24857549980152
150,30,423.660103999282,211.830051999641
150,31,371.13503599994146,185.56751799997073
150,32,302.6273770001353,151.31368850006766
150,33,308.11698000070464,154.05849000035232
150,34,335.9201020002729,167.96005100013645
150,35,342.2864189997199,171.14320949985995
150,36,349.44006299974717,174.72003149987358
150,37,363.4942799999408,181.7471399999704
150,38,307.16359500002,153.58179750001
150,39,266.8491120002727,133.42455600013636
150,40,287.65708900027676,143.82854450013838
150,41,296.733975999814,148.366987999907
150,42,332.5180869996984,166.2590434998492
150,43,272.5604699999167,136.28023499995834
150,44,338.10129900030006,169.05064950015003
150,45,296.6926589997456,148.3463294998728
150,46,275.72862900069595,137.86431450034797
150,47,300.75269900044077,150.37634950022039
150,48,318.992473000435,159.4962365002175
150,49,322.2182420004174,161.1091210002087
150,50,402.67181699982757,201.33590849991378
150,51,336.1235880001914,168.0617940000957
150,52,297.05998600002204,148.52999300001102
150,53,307.7838959998189,153.89194799990946
150,54,309.9404520007738,154.9702260003869
150,55,287.55359900060284,143.77679950030142
150,56,321.36370799980796,160.68185399990398
150,57,343.0119710001236,171.5059855000618
150,58,339.01417200013384,169.50708600006692
150,59,325.73831700028677,162.86915850014339
150,60,285.906277000322,142.953138500161
150,61,316.50152300062473,158.25076150031236
150,62,297.2625140000673,148.63125700003366
150,63,302.49709999952756,151.24854999976378
150,64,305.9956630004308,152.9978315002154
150,65,345.61224000026414,172.80612000013207
150,66,368.44182799995906,184.22091399997953
150,67,318.716165999831,159.3580829999155
150,68,355.73535799994715,177.86767899997358
150,69,532.1735389998139,266.08676949990695
150,70,346.57724699991377,173.28862349995688
150,71,430.4346790004274,215.2173395002137
150,72,429.1197070006092,214.5598535003046
150,73,995.9663949994138,497.9831974997069
150,74,352.28658500000165,176.14329250000083
150,75,340.59396000066045,170.29698000033022
150,76,339.6427080006106,169.8213540003053
150,77,385.1998079999248,192.5999039999624
150,78,430.7158539995726,215.3579269997863
150,79,328.25228099954984,164.12614049977492
150,80,363.283433000106,181.641716500053
150,81,494.7374089997538,247.3687044998769
150,82,335.03029700023035,167.51514850011517
150,83,313.9930090001144,156.9965045000572
150,84,302.11203299950284,151.05601649975142
150,85,406.16158899956645,203.08079449978322
150,86,398.28713500082813,199.14356750041406
150,87,350.37181400002737,175.18590700001369
150,88,333.5521199996947,166.77605999984735
150,89,351.7460419998315,175.87302099991575
150,90,378.6875739997413,189.34378699987064
150,91,325.0554109999939,162.52770549999696
150,92,395.940168999914,197.970084499957
150,93,356.16505699999834,178.08252849999917
150,94,337.35206500023196,168.67603250011598
150,95,344.4417459995748,172.2208729997874
150,96,325.56579199990665,162.78289599995333
150,97,337.33595200010313,168.66797600005157
150,98,405.9618019991831,202.98090099959154
150,99,493.64201100070204,246.82100550035102
150,100,327.5957159994505,163.79785799972524
150,101,395.54160900024726,197.77080450012363
150,102,336.5373060005368,168.2686530002684
150,103,400.19223600029363,200.09611800014682
150,104,598.2191639996017,299.10958199980087
150,105,328.6467959997026,164.3233979998513
150,106,348.44729699943855,174.22364849971927
150,107,375.6006229996274,187.8003114998137
150,108,287.1209209997687,143.56046049988436
150,109,333.6306780001905,166.81533900009526
150,110,357.8549739995651,178.92748699978256
150,111,343.3201139996527,171.66005699982634
150,112,339.7587729996303,169.87938649981515
150,113,320.812283000123,160.4061415000615
150,114,315.1770160002343,157.58850800011714
150,115,342.9793180002889,171.48965900014446
150,116,362.90181599997595,181.45090799998798
150,117,358.87172000002465,179.43586000001233
150,118,387.9985660005332,193.9992830002666
150,119,302.1903070002736,151.0951535001368
150,120,317.6384529997449,158.81922649987246
150,121,338.56835099959426,169.28417549979713
150,122,429.33799200000067,214.66899600000033
150,123,368.6840949994803,184.34204749974015
150,124,343.027589000485,171.5137945002425
150,125,336.3342550001107,168.16712750005536
150,126,331.4119819997359,165.70599099986794
150,127,340.34303600037674,170.17151800018837
150,128,327.9668609993678,163.9834304996839
150,129,417.79860200040275,208.89930100020138
150,130,327.53814099942247,163.76907049971123
150,131,312.9322079994381,156.46610399971905
150,132,342.99417700003687,171.49708850001844
150,133,366.313368000192,183.156684000096
150,134,374.0454859998863,187.02274299994315
150,135,324.5070160000978,162.2535080000489
150,136,355.0247749999471,177.51238749997356
150,137,338.0571959996814,169.0285979998407
150,138,330.5205179995028,165.2602589997514
150,139,328.80699599991203,164.40349799995602
150,140,522.8374629996324,261.4187314998162
150,141,400.18896300080087,200.09448150040043
150,142,298.61730499942496,149.30865249971248
150,143,333.68165499996394,166.84082749998197
150,144,315.9717120006462,157.9858560003231
150,145,313.73346999953355,156.86673499976678
150,146,376.730917999339,188.3654589996695
150,147,355.6897250000475,177.84486250002374
150,148,382.0220019997578,191.0110009998789
150,149,362.123187999714,181.061593999857
150,150,383.74137400023756,191.87068700011878
160,1,355.0039869996908,177.5019934998454
160,2,351.65501500068785,175.82750750034393
160,3,325.3258119993916,162.6629059996958
160,4,362.5272359995506,181.2636179997753
160,5,322.90397999986453,161.45198999993227
160,6,319.91602200014313,159.95801100007156
160,7,370.96808799924474,185.48404399962237
160,8,366.48729299940896,183.24364649970448
160,9,394.3871470000886,197.1935735000443
160,10,446.8696069998259,223.43480349991296
160,11,391.4863919999334,195.7431959999667
160,12,338.4984350004743,169.24921750023714
160,13,322.04222200016375,161.02111100008187
160,14,330.9937570002148,165.4968785001074
160,15,549.8463739995714,274.9231869997857
160,16,315.74216300032276,157.87108150016138
160,17,344.7877670005255,172.39388350026275
160,18,368.39610199967865,184.19805099983932
160,19,391.2861659991904,195.6430829995952
160,20,318.8781150001887,159.43905750009435
160,21,382.6334979994499,191.31674899972495
160,22,372.9657819994827,186.48289099974136
160,23,385.51349000044866,192.75674500022433
160,24,323.2898340002066,161.6449170001033
160,25,361.8025050000142,180.9012525000071
160,26,340.6810369997402,170.3405184998701
160,27,401.90188299948204,200.95094149974102
160,28,409.64359499957936,204.82179749978968
160,29,508.1216600001426,254.0608300000713
160,30,328.3749350002836,164.1874675001418
160,31,371.5981389996159,185.79906949980796
160,32,313.0686569993486,156.5343284996743
160,33,325.0454990002254,162.5227495001127
160,34,408.6536340000748,204.3268170000374
160,35,333.6801280001964,166.8400640000982
160,36,365.1922460003334,182.5961230001667
160,37,368.760325999574,184.380162999787
160,38,327.06386699919676,163.53193349959838
160,39,355.14068200063775,177.57034100031888
160,40,340.27517899994564,170.13758949997282
160,41,317.3966520007525,158.69832600037626
160,42,430.381942999702,215.190971499851
160,43,549.1572760001873,274.57863800009363
160,44,440.0603949998185,220.03019749990926
160,45,600.236039000265,300.1180195001325
160,46,313.6420700002418,156.8210350001209
160,47,342.2063239995623,171.10316199978115
160,48,564.6746559996245,282.33732799981226
160,49,339.64027000001806,169.82013500000903
160,50,321.4163530001315,160.70817650006575
160,51,309.986764000314,154.993382000157
160,52,332.6642920001177,166.33214600005886
160,53,510.594337000839,255.2971685004195
160,54,336.20572200015886,168.10286100007943
160,55,347.2061830007078,173.6030915003539
160,56,340.07226199992147,170.03613099996073
160,57,335.3107290004118,167.6553645002059
160,58,418.1075719998262,209.0537859999131
160,59,384.6560629999658,192.3280314999829
160,60,444.1286430001128,222.0643215000564
160,61,328.0400479998207,164.02002399991034
160,62,425.60502200012706,212.80251100006353
160,63,386.9485019995409,193.47425099977045
160,64,342.54558799966617,171.27279399983308
160,65,311.09767199995986,155.54883599997993
160,66,333.2440000003771,166.62200000018856
160,67,433.690115999525,216.8450579997625
160,68,489.25076499926945,244.62538249963472
160,69,348.02218599998014,174.01109299999007
160,70,349.5462270002463,174.77311350012315
160,71,355.3976760003934,177.6988380001967
160,72,347.1885609997116,173.5942804998558
160,73,315.8680530004858,157.9340265002429
160,74,384.97834500049066,192.48917250024533
160,75,308.8233529997524,154.4116764998762
160,76,299.31958300039696,149.65979150019848
160,77,388.3395359998758,194.1697679999379
160,78,326.46886599923164,163.23443299961582
160,79,321.01196799976606,160.50598399988303
160,80,440.8227289995921,220.41136449979604
160,81,383.4963159997642,191.7481579998821
160,82,400.27731800000765,200.13865900000383
160,83,368.17083499954606,184.08541749977303
160,84,364.53119900033926,182.26559950016963
160,85,819.0734159998101,409.53670799990505
160,86,294.9504669995804,147.4752334997902
160,87,337.5260610000623,168.76303050003116
160,88,278.4360529994956,139.2180264997478
160,89,296.1779719998958,148.0889859999479
160,90,295.29501700017136,147.64750850008568
160,91,338.34275499975774,169.17137749987887
160,92,544.8651509996125,272.43257549980626
160,93,433.5886139997456,216.7943069998728
160,94,289.37617799965665,144.68808899982832
160,95,337.08831900003133,168.54415950001567
160,96,297.10364600032335,148.55182300016168
160,97,289.8589679998622,144.9294839999311
160,98,285.7454479999433,142.87272399997164
160,99,284.18081300060294,142.09040650030147
160,100,301.05949900007545,150.52974950003772
160,101,292.6451460007229,146.32257300036144
160,102,282.4770670004,141.2385335002
160,103,452.8754029997799,226.43770149988995
160,104,304.78990899973724,152.39495449986862
160,105,255.3741159999845,127.68705799999225
160,106,286.9620080000459,143.48100400002295
160,107,326.3898320001317,163.19491600006586
160,108,337.42454999992333,168.71227499996166
160,109,293.5723559994585,146.78617799972926
160,110,300.766977999956,150.383488999978
160,111,296.4104420007061,148.20522100035305
160,112,294.67562300033023,147.33781150016512
160,113,364.63453300075344,182.31726650037672
160,114,300.21281500012265,150.10640750006132
160,115,289.59753700019064,144.79876850009532
160,116,285.50640499997826,142.75320249998913
160,117,293.13485599959677,146.56742799979838
160,118,324.04312300059246,162.02156150029623
160,119,345.00662600021315,172.50331300010657
160,120,301.74659400017845,150.87329700008922
160,121,312.0215790004295,156.01078950021474
160,122,339.6112450000146,169.8056225000073
160,123,302.6731039999504,151.3365519999752
160,124,303.9717029996609,151.98585149983046
160,125,285.8863419996851,142.94317099984255
160,126,291.64286499963055,145.82143249981527
160,127,320.9149240001352,160.4574620000676
160,128,355.6475090008462,177.8237545004231
160,129,348.93334600019443,174.46667300009722
160,130,344.069887999467,172.0349439997335
160,131,271.9072199997754,135.9536099998877
160,132,526.6902000003029,263.34510000015143
160,133,293.09783000007883,146.54891500003941
160,134,313.88401900039753,156.94200950019876
160,135,338.71054199971695,169.35527099985848
160,136,296.09191399958945,148.04595699979473
160,137,283.65215199937666,141.82607599968833
160,138,287.6661909995164,143.8330954997582
160,139,298.9399620000768,149.4699810000384
160,140,351.52674300024955,175.76337150012478
160,141,306.91885399937746,153.45942699968873
160,142,310.524303999955,155.2621519999775
160,143,308.7694850000844,154.3847425000422
160,144,314.6052490001239,157.30262450006194
160,145,311.7853659996399,155.89268299981995
160,146,314.03343900001346,157.01671950000673
160,147,312.60463500075275,156.30231750037638
160,148,338.8976080004795,169.44880400023976
160,149,301.1518640005306,150.5759320002653
160,150,288.4440309999263,144.22201549996316
160,151,330.28453399947466,165.14226699973733
160,152,296.39355299968884,148.19677649984442
160,153,304.62994200024696,152.31497100012348
160,154,264.1257240002233,132.06286200011164
160,155,309.84369199995854,154.92184599997927
160,156,299.63741099982144,149.81870549991072
160,157,258.6443070003952,129.3221535001976
160,158,285.39801700026146,142.69900850013073
160,159,284.65241200046876,142.32620600023438
160,160,310.59285099945555,155.29642549972777
170,1,291.73160799928155,145.86580399964078
170,2,337.03452500049025,168.51726250024512
170,3,327.7388279993829,163.86941399969146
170,4,313.9667080004074,156.9833540002037
170,5,343.8542599997163,171.92712999985815
170,6,464.46742199987057,232.23371099993528
170,7,300.80939500021486,150.40469750010743
170,8,489.53908899966336,244.76954449983168
170,9,322.628517999874,161.314258999937
170,10,402.7303689999826,201.3651844999913
170,11,391.82598299976235,195.91299149988117
170,12,376.28947099983634,188.14473549991817
170,13,288.6616480000157,144.33082400000785
170,14,292.3154299996895,146.15771499984476
170,15,339.1737580004701,169.58687900023506
170,16,284.9409390000801,142.47046950004005
170,17,296.716464000383,148.3582320001915
170,18,294.67022199969506,147.33511099984753
170,19,346.72131899969827,173.36065949984913
170,20,320.3245139993669,160.16225699968345
170,21,274.9723939996329,137.48619699981646
170,22,391.75479200002883,195.87739600001441
170,23,333.2332320005662,166.6166160002831
170,24,376.1506319997352,188.0753159998676
170,25,402.90622800057463,201.45311400028731
170,26,286.9804160000058,143.4902080000029
170,27,298.972810000123,149.4864050000615
170,28,297.59596999974747,148.79798499987373
170,29,280.4415649998191,140.22078249990955
170,30,309.1033860000607,154.55169300003035
170,31,328.8057669997215,164.40288349986076
170,32,274.65057599965803,137.32528799982902
170,33,383.7289220000457,191.86446100002286
170,34,372.8607769999144,186.4303884999572
170,35,337.23927899973205,168.61963949986603
170,36,530.2510050005367,265.12550250026834
170,37,319.78719099970476,159.89359549985238
170,38,305.7999820002806,152.8999910001403
170,39,322.7704420005466,161.3852210002733
170,40,286.91315000014583,143.45657500007292
170,41,306.39291900024546,153.19645950012273
170,42,305.4357239998353,152.71786199991766
